platform	month	eq. cross. time	node
NOAA15	2003-10-01	18:42:24.735597	ascending
NOAA15	2003-11-01	18:40:40.152816	ascending
NOAA15	2003-12-01	18:38:55.872744	ascending
NOAA15	2004-01-01	18:37:06.907868	ascending
NOAA15	2004-02-01	18:35:15.887839	ascending
NOAA15	2004-03-01	18:33:32.308955	ascending
NOAA15	2004-04-01	18:31:41.635087	ascending
NOAA15	2004-05-01	18:29:53.586973	ascending
NOAA15	2004-06-01	18:27:59.834241	ascending
NOAA15	2004-07-01	18:26:08.795420	ascending
NOAA15	2004-08-01	18:24:16.072288	ascending
NOAA15	2004-09-01	18:22:20.587261	ascending
NOAA15	2004-10-01	18:20:29.821745	ascending
NOAA15	2004-11-01	18:18:32.288641	ascending
NOAA15	2004-12-01	18:16:38.672953	ascending
NOAA15	2005-01-01	18:14:38.238566	ascending
NOAA15	2005-02-01	18:12:38.560523	ascending
NOAA15	2005-03-01	18:10:51.121172	ascending
NOAA15	2005-04-01	18:08:54.108341	ascending
NOAA15	2005-05-01	18:07:00.179823	ascending
NOAA15	2005-06-01	18:04:59.945857	ascending
NOAA15	2005-07-01	18:03:03.158830	ascending
NOAA15	2005-08-01	18:01:03.736905	ascending
NOAA15	2005-09-01	17:59:05.185868	ascending
NOAA15	2005-10-01	17:57:11.640118	ascending
NOAA15	2005-11-01	17:55:13.025816	ascending
NOAA15	2005-12-01	17:53:17.197033	ascending
NOAA15	2006-01-01	17:51:16.359584	ascending
NOAA15	2006-02-01	17:49:16.202043	ascending
NOAA15	2006-03-01	17:47:29.649012	ascending
NOAA15	2006-04-01	17:45:34.112966	ascending
NOAA15	2006-05-01	17:43:41.264302	ascending
NOAA15	2006-06-01	17:41:47.541520	ascending
NOAA15	2006-07-01	17:39:55.893647	ascending
NOAA15	2006-08-01	17:38:00.010602	ascending
NOAA15	2006-09-01	17:36:06.546601	ascending
