platform	month	eq. cross. time	node
AVN14	1999-02-01	15:06:14.977163	ascending
AVN14	1999-03-01	15:09:11.898676	ascending
AVN14	1999-04-01	15:12:32.130114	ascending
AVN14	1999-05-01	15:15:51.402412	ascending
AVN14	1999-06-01	15:19:20.425932	ascending
AVN14	1999-07-01	15:22:44.942846	ascending
AVN14	1999-08-01	15:26:18.967679	ascending
AVN14	1999-09-01	15:29:54.352983	ascending
AVN14	1999-10-01	15:33:29.053617	ascending
AVN14	1999-11-01	15:37:13.174919	ascending
AVN14	1999-12-01	15:40:55.151780	ascending
AVN14	2000-01-01	15:44:48.855763	ascending
AVN14	2000-02-01	15:48:44.594640	ascending
AVN14	2000-03-01	15:52:29.155204	ascending
AVN14	2000-04-01	15:56:35.541982	ascending
AVN14	2000-05-01	16:00:36.932294	ascending
AVN14	2000-06-01	16:04:50.661481	ascending
AVN14	2000-07-01	16:08:57.862298	ascending
AVN14	2000-08-01	16:13:16.003543	ascending
AVN14	2000-09-01	16:17:35.798846	ascending
AVN14	2000-10-01	16:21:52.394767	ascending
AVN14	2000-11-01	16:26:19.483692	ascending
AVN14	2000-12-01	16:30:41.665907	ascending
AVN14	2001-01-01	16:35:15.356561	ascending
AVN14	2001-02-01	16:39:51.874153	ascending
AVN14	2001-03-01	16:44:03.935189	ascending
AVN14	2001-04-01	16:48:48.832559	ascending
AVN14	2001-05-01	16:53:25.996673	ascending
AVN14	2001-06-01	16:58:15.989909	ascending
AVN14	2001-07-01	17:02:56.127129	ascending
AVN14	2001-08-01	17:07:47.208506	ascending
AVN14	2001-09-01	17:12:40.211236	ascending
AVN14	2001-10-01	17:17:26.598934	ascending
AVN14	2001-11-01	17:22:25.113502	ascending
AVN14	2001-12-01	17:27:13.194017	ascending
AVN14	2002-01-01	17:32:12.258661	ascending
AVN14	2002-02-01	17:37:13.868262	ascending
AVN14	2002-03-01	17:41:47.613252	ascending
AVN14	2002-04-01	17:46:52.872830	ascending
AVN14	2002-05-01	17:51:50.866580	ascending
AVN14	2002-06-01	17:56:57.939288	ascending
AVN14	2002-07-01	18:01:54.288097	ascending
AVN14	2002-08-01	18:07:02.835459	ascending
AVN14	2002-09-01	18:12:09.021358	ascending
AVN14	2002-10-01	18:17:06.902008	ascending
AVN15	1998-10-01	07:31:20.663519	descending
AVN15	1998-11-01	07:31:32.962520	descending
AVN15	1999-01-01	07:31:51.219342	descending
AVN15	1999-02-01	07:32:12.244874	descending
AVN15	1999-03-01	07:32:14.496674	descending
AVN15	1999-04-01	07:32:06.076447	descending
AVN15	1999-07-01	07:32:15.206217	descending
AVN15	1999-08-01	07:31:58.372149	descending
AVN15	1999-09-01	07:31:53.587419	descending
AVN15	1999-12-01	07:31:17.175384	descending
AVN15	2000-01-01	07:30:56.948249	descending
AVN15	2000-02-01	07:30:49.148509	descending
AVN15	2000-05-01	07:29:21.282908	descending
AVN15	2000-06-01	07:29:02.838887	descending
AVN15	2000-12-01	07:25:16.939050	descending
AVN15	2001-01-01	07:24:25.810154	descending
AVN15	2001-02-01	07:23:48.701754	descending
AVN15	2002-03-01	07:10:36.157780	descending
AVN15	2002-04-01	07:09:12.287684	descending
AVN15	2002-05-01	07:07:48.383727	descending
AVN15	2002-09-01	07:02:25.448720	descending
AVN15	2002-10-01	07:01:10.273152	descending
AVN15	2002-11-01	06:59:54.542026	descending
AVN15	2002-12-01	06:58:19.511363	descending
AVN15	2003-03-01	06:53:53.366838	descending
AVN15	2003-08-01	06:45:39.991782	descending
AVN15	2004-01-01	06:36:49.854310	descending
AVN15	2004-03-01	06:33:30.454292	descending
AVN15	2004-06-01	06:27:45.742683	descending
AVN15	2004-07-01	06:26:06.312385	descending
AVN15	2004-11-01	06:18:30.044862	descending
AVN15	2004-12-01	06:16:34.693529	descending
AVN15	2005-02-01	06:12:24.045415	descending
AVN15	2005-04-01	06:08:50.649045	descending
AVN15	2005-05-01	06:06:44.744972	descending
AVN15	2005-06-01	06:04:44.203903	descending
AVN15	2005-09-01	05:58:50.063155	descending
AVN15	2005-10-01	05:56:55.654525	descending
AVN15	2006-01-01	05:51:01.755174	descending
AVN15	2006-03-01	05:47:24.601018	descending
AVN15	2006-06-01	05:41:30.536653	descending
AVN15	2006-07-01	05:39:50.427884	descending
AVN15	2006-09-01	05:35:53.285632	descending
AVN15	2006-10-01	05:34:00.600694	descending
AVN15	2007-01-01	05:28:33.274218	descending
AVN15	2007-02-01	05:26:38.164949	descending
AVN15	2007-03-01	05:25:09.521420	descending
AVN15	2007-04-01	05:23:31.268226	descending
AVN15	2007-06-01	05:19:50.304337	descending
AVN15	2007-07-01	05:18:21.868501	descending
AVN15	2007-10-01	05:13:15.517814	descending
AVN15	2008-01-01	05:08:39.071386	descending
AVN15	2008-02-01	05:06:58.567666	descending
AVN15	2008-03-01	05:05:43.260041	descending
AVN15	2008-06-01	05:01:23.505389	descending
AVN15	2008-09-01	04:57:32.676281	descending
AVN15	2008-12-01	04:54:03.102081	descending
AVN15	2009-04-01	04:49:42.572709	descending
AVN15	2009-05-01	04:48:39.262040	descending
AVN15	2009-08-01	04:45:58.194296	descending
AVN15	2009-11-01	04:43:21.670572	descending
AVN15	2010-02-01	04:41:07.831817	descending
AVN15	2010-03-01	04:40:38.968620	descending
AVN15	2010-06-01	04:39:05.687996	descending
AVN15	2010-07-01	04:38:42.212537	descending
AVN15	2010-09-01	04:38:05.353781	descending
AVN15	2010-11-01	04:37:21.874099	descending
AVN15	2010-12-01	04:37:19.449674	descending
AVN15	2011-02-01	04:36:42.853966	descending
AVN15	2011-04-01	04:36:47.699248	descending
AVN15	2011-06-01	04:36:39.717569	descending
AVN15	2011-07-01	04:36:43.517761	descending
AVN15	2011-09-01	04:37:14.292746	descending
AVN15	2011-12-01	04:37:54.802961	descending
AVN15	2012-02-01	04:38:27.812247	descending
AVN15	2012-03-01	04:38:49.912488	descending
AVN15	2012-05-01	04:40:09.314570	descending
AVN15	2012-08-01	04:41:50.812866	descending
AVN15	2012-10-01	04:43:09.755020	descending
AVN15	2012-12-01	04:44:48.280204	descending
AVN15	2013-02-01	04:46:25.795910	descending
AVN15	2013-06-01	04:50:26.775535	descending
AVN15	2013-08-01	04:52:40.871285	descending
AVN15	2013-10-01	04:54:59.389716	descending
AVN15	2013-12-01	04:57:28.098572	descending
AVN15	2014-02-01	05:00:04.717153	descending
AVN15	2014-03-01	05:01:15.082169	descending
AVN15	2014-05-01	05:04:21.637195	descending
AVN15	2014-07-01	05:07:09.067089	descending
AVN15	2014-12-01	05:15:14.010966	descending
AVN15	2015-02-01	05:18:45.498432	descending
AVN15	2015-03-01	05:20:08.153973	descending
AVN15	2015-05-01	05:23:56.455548	descending
AVN15	2015-06-01	05:25:48.272140	descending
